bytes                 , mode, len,   count, at, pfx, osz, asz, seg, rep  , variant    , arm                   , args                                                                                   , res             , end_expr         , end, end_ok, text
c74104c8c11480        ,   32,   7,    7912,  0,   0,   4,   4,    ,      , mov_miz    , mov_miz               , "modrm8{kind=base_d8,mod=1,reg=0,rm=1,b=1,disp=4@16:8};immz=0x8014c1c8@24:32            ", move=4          , @modrm8 + p.osz*8,  56,      1, "mov dword [ecx+4], 0x8014C1C8         "
ff13                  ,   32,   2,    7910,  0,   0,   4,   4,    ,      , call_m     , call_m                , "modrm8{kind=base,mod=0,reg=2,rm=3,b=3}                                                 ", call=2          , @modrm8          ,  16,      1, call dword [ebx]
8b13                  ,   32,   2,    7906,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base,mod=0,reg=2,rm=3,b=3};w=1                                             ", move=2          , @modrm8          ,  16,      1, "mov edx, [ebx]                        "
8a5e03                ,   32,   3,    7890,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=3,rm=6,b=6,disp=3@16:8};w=0                              ", move=2          , @modrm8          ,  24,      1, "mov bl, [esi+3]                       "
81fc00000100          ,   32,   6,    7874,  0,   0,   4,   4,    ,      , cmp_miz    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "cmp esp, 0x10000                      "
8bb0a08d0f00          ,   32,   6,    7870,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d32,mod=2,reg=6,rm=0,b=0,disp=1019296@16:32};w=1                      ", move=2          , @modrm8          ,  48,      1, "mov esi, [eax+0xF8DA0]                "
8bb008010000          ,   32,   6,    7870,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d32,mod=2,reg=6,rm=0,b=0,disp=264@16:32};w=1                          ", move=2          , @modrm8          ,  48,      1, "mov esi, [eax+0x108]                  "
0fb7cd                ,   32,   3,    7858,  0,   0,   4,   4,    ,      , movzx_w    , movzx_w               , "modrm16{kind=reg_direct,mod=3,reg=1,rm=5}                                              ", move=8          , @modrm16         ,  24,      1, "movzx ecx, bp                         "
8ada                  ,   32,   2,    7852,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm:reg_direct     , "modrm8{kind=reg_direct,mod=3,reg=3,rm=2}                                               ", move=1          , @modrm8          ,  16,      1, "mov bl, dl                            "
664d                  ,   32,   2,    7844,  8,   1,   2,   4,    ,      , dec_r      , dec_r                 , opreg=5                                                                                , alu=2           , 8                ,   8,      1, dec bp
f3a7                  ,   32,   2,    7830,  8,   1,   4,   4,    , rep  , cmps       , cmps                  , w=1                                                                                    , string=5        , 8                ,   8,      1, repe cmpsd
03df                  ,   32,   2,    7798,  0,   0,   4,   4,    ,      , add_rm     , add_rm                , "modrm8{kind=reg_direct,mod=3,reg=3,rm=7};w=1                                           ", alu=3           , @modrm8          ,  16,      1, "add ebx, edi                          "
32db                  ,   32,   2,    7786,  0,   0,   4,   4,    ,      , xor_rm     , xor_rm                , "modrm8{kind=reg_direct,mod=3,reg=3,rm=3};w=0                                           ", alu=5           , @modrm8          ,  16,      1, "xor bl, bl                            "
833b00                ,   32,   3,    7762,  0,   0,   4,   4,    ,      , cmp_mis    , cmp_mis               , "modrm8{kind=base,mod=0,reg=7,rm=3,b=3};imm8=0x0@16:8                                   ", alu=4           , @modrm8 + 8      ,  24,      1, "cmp dword [ebx], 0                    "
2945d8                ,   32,   3,    7759,  0,   0,   4,   4,    ,      , sub_mr     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub [ebp-0x28], eax                   "
2945f4                ,   32,   3,    7759,  0,   0,   4,   4,    ,      , sub_mr     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub [ebp-0xC], eax                    "
8b81487b3400          ,   32,   6,    7754,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d32,mod=2,reg=0,rm=1,b=1,disp=3439432@16:32};w=1                      ", move=2          , @modrm8          ,  48,      1, "mov eax, [ecx+0x347B48]               "
8b8190833400          ,   32,   6,    7754,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d32,mod=2,reg=0,rm=1,b=1,disp=3441552@16:32};w=1                      ", move=2          , @modrm8          ,  48,      1, "mov eax, [ecx+0x348390]               "
8a4103                ,   32,   3,    7745,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=0,rm=1,b=1,disp=3@16:8};w=0                              ", move=2          , @modrm8          ,  24,      1, "mov al, [ecx+3]                       "
8a4104                ,   32,   3,    7745,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=0,rm=1,b=1,disp=4@16:8};w=0                              ", move=2          , @modrm8          ,  24,      1, "mov al, [ecx+4]                       "
8b2d180b0f00          ,   32,   6,    7731,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=abs32,mod=0,reg=5,rm=5,disp=985880@16:32};w=1                              ", move=2          , @modrm8          ,  48,      1, "mov ebp, [0xF0B18]                    "
8b2db40b0f00          ,   32,   6,    7731,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=abs32,mod=0,reg=5,rm=5,disp=986036@16:32};w=1                              ", move=2          , @modrm8          ,  48,      1, "mov ebp, [0xF0BB4]                    "
66b880d50000          ,   16,   6,    7731,  8,   1,   4,   2,    ,      , mov_riv    , mov_riv               , opreg=0;immz=0xd580@16:32                                                              , load_imm=2      , 8 + p.osz*8      ,  40,      1, "mov eax, 0xD580                       "
66b840000000          ,   16,   6,    7731,  8,   1,   4,   2,    ,      , mov_riv    , mov_riv               , opreg=0;immz=0x40@16:32                                                                , load_imm=2      , 8 + p.osz*8      ,  40,      1, "mov eax, 0x40                         "
668b2f                ,   32,   3,    7718,  8,   1,   2,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base,mod=0,reg=5,rm=7,b=7};w=1                                             ", move=2          , @modrm8          ,  16,      1, "mov bp, [edi]                         "
6681ff8000            ,   32,   5,    7713,  8,   1,   2,   4,    ,      , cmp_miz    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "cmp di, 0x80                          "
6681ff0180            ,   32,   5,    7713,  8,   1,   2,   4,    ,      , cmp_miz    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "cmp di, 0x8001                        "
0fb74e04              ,   32,   4,    7712,  0,   0,   4,   4,    ,      , movzx_w    , movzx_w               , "modrm16{kind=base_d8,mod=1,reg=1,rm=6,b=6,disp=4@24:8}                                 ", move=8          , @modrm16         ,  32,      1, "movzx ecx, word [esi+4]               "
8d79ff                ,   32,   3,    7705,  0,   0,   4,   4,    ,      , lea        , lea:base_d8           , "modrm8{kind=base_d8,mod=1,reg=7,rm=1,b=1,disp=-1@16:8}                                 ", move=5          , @modrm8          ,  24,      1, "lea edi, [ecx-1]                      "
8d7910                ,   32,   3,    7705,  0,   0,   4,   4,    ,      , lea        , lea:base_d8           , "modrm8{kind=base_d8,mod=1,reg=7,rm=1,b=1,disp=16@16:8}                                 ", move=5          , @modrm8          ,  24,      1, "lea edi, [ecx+0x10]                   "
c6432800              ,   32,   4,    7693,  0,   0,   4,   4,    ,      , mov_mi8    , mov_mi8               , "modrm8{kind=base_d8,mod=1,reg=0,rm=3,b=3,disp=40@16:8};imm8=0x0@24:8                   ", move=4          , @modrm8 + 8      ,  32,      1, "mov byte [ebx+0x28], 0                "
c6433800              ,   32,   4,    7693,  0,   0,   4,   4,    ,      , mov_mi8    , mov_mi8               , "modrm8{kind=base_d8,mod=1,reg=0,rm=3,b=3,disp=56@16:8};imm8=0x0@24:8                   ", move=4          , @modrm8 + 8      ,  32,      1, "mov byte [ebx+0x38], 0                "
5a                    ,   16,   1,    7690,  0,   0,   2,   2,    ,      , pop_r      , pop_r                 , opreg=2                                                                                , stack=2         , 8                ,   8,      1, pop dx
66837c240409          ,   32,   6,    7681,  8,   1,   2,   4,    ,      , cmp_mis    , cmp_mis               , "modrm8{kind=sib_d8,mod=1,reg=7,rm=4,b=4,s=0,disp=4@32:8};imm8=0x9@40:8                 ", alu=4           , @modrm8 + 8      ,  40,      1, "cmp word [esp+4], 9                   "
66837c246c1b          ,   32,   6,    7681,  8,   1,   2,   4,    ,      , cmp_mis    , cmp_mis               , "modrm8{kind=sib_d8,mod=1,reg=7,rm=4,b=4,s=0,disp=108@32:8};imm8=0x1b@40:8              ", alu=4           , @modrm8 + 8      ,  40,      1, "cmp word [esp+0x6C], 0x1B             "
031d00c21480          ,   32,   6,    7664,  0,   0,   4,   4,    ,      , add_rm     , add_rm                , "modrm8{kind=abs32,mod=0,reg=3,rm=5,disp=-2146123264@16:32};w=1                         ", alu=3           , @modrm8          ,  48,      1, "add ebx, [0x8014C200]                 "
23c3                  ,   32,   2,    7644,  0,   0,   4,   4,    ,      , and_rm     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "and eax, ebx                          "
662d2000              ,   32,   4,    7592,  8,   1,   2,   4,    ,      , sub_ai     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub ax, 0x20                          "
662d0200              ,   32,   4,    7592,  8,   1,   2,   4,    ,      , sub_ai     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub ax, 2                             "
8eda                  ,   16,   2,    7570,  0,   0,   2,   2,    ,      , mov_sregm  , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "mov ds, dx                            "
0fb74f04              ,   32,   4,    7554,  0,   0,   4,   4,    ,      , movzx_w    , movzx_w               , "modrm16{kind=base_d8,mod=1,reg=1,rm=7,b=7,disp=4@24:8}                                 ", move=8          , @modrm16         ,  32,      1, "movzx ecx, word [edi+4]               "
0fb74f02              ,   32,   4,    7554,  0,   0,   4,   4,    ,      , movzx_w    , movzx_w               , "modrm16{kind=base_d8,mod=1,reg=1,rm=7,b=7,disp=2@24:8}                                 ", move=8          , @modrm16         ,  32,      1, "movzx ecx, word [edi+2]               "
