bytes                   , mode, len,    count, at, pfx, osz, asz, seg, rep  , variant    , arm                   , args                                                                                      , res             , end_expr         , end, end_ok, text
f7df                    ,   32,   2,     9212,  0,   0,   4,   4,    ,      , neg_m      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , neg edi
268b3c                  ,   16,   3,     9184,  8,   1,   2,   2, es ,      , mov_rm     , mov_rm                , "modrm8{kind=base16,mod=0,reg=7,rm=4};w=1                                                  ", move=2          , @modrm8          ,  16,      1, "mov di, [es:si]                         "
8d8ea08d0f00            ,   32,   6,     9183,  0,   0,   4,   4,    ,      , lea        , lea:base_d32          , "modrm8{kind=base_d32,mod=2,reg=1,rm=6,b=6,disp=1019296@16:32}                             ", move=5          , @modrm8          ,  48,      1, "lea ecx, [esi+0xF8DA0]                  "
8d8e00001200            ,   32,   6,     9183,  0,   0,   4,   4,    ,      , lea        , lea:base_d32          , "modrm8{kind=base_d32,mod=2,reg=1,rm=6,b=6,disp=1179648@16:32}                             ", move=5          , @modrm8          ,  48,      1, "lea ecx, [esi+0x120000]                 "
67ab                    ,   16,   2,     9158,  8,   1,   2,   4,    ,      , stos       , stos                  , w=1                                                                                       , string=2        , 8                ,   8,      1, a32 stosw
014dfc                  ,   32,   3,     9145,  0,   0,   4,   4,    ,      , add_mr     , add_mr                , "modrm8{kind=base_d8,mod=1,reg=1,rm=5,b=5,disp=-4@16:8};w=1                                ", alu=3           , @modrm8          ,  24,      1, "add [ebp-4], ecx                        "
014df8                  ,   32,   3,     9145,  0,   0,   4,   4,    ,      , add_mr     , add_mr                , "modrm8{kind=base_d8,mod=1,reg=1,rm=5,b=5,disp=-8@16:8};w=1                                ", alu=3           , @modrm8          ,  24,      1, "add [ebp-8], ecx                        "
3906                    ,   32,   2,     9136,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base,mod=0,reg=0,rm=6,b=6};w=1                                                ", alu=4           , @modrm8          ,  16,      1, "cmp [esi], eax                          "
660fb60a                ,   32,   4,     9132,  8,   1,   2,   4,    ,      , movzx_b    , movzx_b               , "modrm16{kind=base,mod=0,reg=1,rm=2,b=2}                                                   ", move=8          , @modrm16         ,  24,      1, "movzx cx, byte [edx]                    "
8b5a04                  ,   32,   3,     9124,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=3,rm=2,b=2,disp=4@16:8};w=1                                 ", move=2          , @modrm8          ,  24,      1, "mov ebx, [edx+4]                        "
8b5a08                  ,   32,   3,     9124,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=3,rm=2,b=2,disp=8@16:8};w=1                                 ", move=2          , @modrm8          ,  24,      1, "mov ebx, [edx+8]                        "
8bd7                    ,   16,   2,     9102,  0,   0,   2,   2,    ,      , mov_rm     , mov_rm:reg_direct     , "modrm8{kind=reg_direct,mod=3,reg=2,rm=7}                                                  ", move=1          , @modrm8          ,  16,      1, "mov dx, di                              "
d3e3                    ,   32,   2,     9100,  0,   0,   4,   4,    ,      , shl_mcl    , shl_mcl               , "modrm8{kind=reg_direct,mod=3,reg=4,rm=3};w=1                                              ", shift=3         , @modrm8          ,  16,      1, "shl ebx, cl                             "
678f00                  ,   16,   3,     9094,  8,   1,   2,   4,    ,      , pop_m      , pop_m                 , "modrm8{kind=base,mod=0,reg=0,rm=0,b=0}                                                    ", stack=6         , @modrm8          ,  16,      1, pop word [eax]
f2af                    ,   32,   2,     9094,  8,   1,   4,   4,    , repnz, scas       , scas                  , w=1                                                                                       , string=4        , 8                ,   8,      1, repne scasd
6633d2                  ,   32,   3,     9084,  8,   1,   2,   4,    ,      , xor_rm     , xor_rm                , "modrm8{kind=reg_direct,mod=3,reg=2,rm=2};w=1                                              ", alu=5           , @modrm8          ,  16,      1, "xor dx, dx                              "
0fbfd9                  ,   32,   3,     9056,  0,   0,   4,   4,    ,      , movsx_w    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "movsx ebx, cx                           "
8811                    ,   32,   2,     9052,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base,mod=0,reg=2,rm=1,b=1};w=0                                                ", move=3          , @modrm8          ,  16,      1, "mov [ecx], dl                           "
6766895014              ,   16,   5,     9042, 16,   2,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base_d8,mod=1,reg=2,rm=0,b=0,disp=20@32:8};w=1                                ", move=3          , @modrm8          ,  24,      1, "mov [eax+0x14], edx                     "
678e18                  ,   16,   3,     9040,  8,   1,   2,   4,    ,      , mov_sregm  , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "mov ds, [eax]                           "
678e4002                ,   16,   4,     9040,  8,   1,   2,   4,    ,      , mov_sregm  , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "mov es, [eax+2]                         "
6766894818              ,   16,   5,     9038, 16,   2,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base_d8,mod=1,reg=1,rm=0,b=0,disp=24@32:8};w=1                                ", move=3          , @modrm8          ,  24,      1, "mov [eax+0x18], ecx                     "
6766897804              ,   16,   5,     9038, 16,   2,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base_d8,mod=1,reg=7,rm=0,b=0,disp=4@32:8};w=1                                 ", move=3          , @modrm8          ,  24,      1, "mov [eax+4], edi                        "
678c4002                ,   16,   4,     9036,  8,   1,   2,   4,    ,      , mov_msreg  , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "mov [eax+2], es                         "
668b00                  ,   32,   3,     9008,  8,   1,   2,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base,mod=0,reg=0,rm=0,b=0};w=1                                                ", move=2          , @modrm8          ,  16,      1, "mov ax, [eax]                           "
f7d8                    ,   16,   2,     8978,  0,   0,   2,   2,    ,      , neg_m      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , neg ax
034dfc                  ,   32,   3,     8958,  0,   0,   4,   4,    ,      , add_rm     , add_rm                , "modrm8{kind=base_d8,mod=1,reg=1,rm=5,b=5,disp=-4@16:8};w=1                                ", alu=3           , @modrm8          ,  24,      1, "add ecx, [ebp-4]                        "
034df0                  ,   32,   3,     8958,  0,   0,   4,   4,    ,      , add_rm     , add_rm                , "modrm8{kind=base_d8,mod=1,reg=1,rm=5,b=5,disp=-16@16:8};w=1                               ", alu=3           , @modrm8          ,  24,      1, "add ecx, [ebp-0x10]                     "
394b10                  ,   32,   3,     8952,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base_d8,mod=1,reg=1,rm=3,b=3,disp=16@16:8};w=1                                ", alu=4           , @modrm8          ,  24,      1, "cmp [ebx+0x10], ecx                     "
26f6453f05              ,   16,   5,     8941,  8,   1,   2,   2, es ,      , test_mi    , test_mi               , "modrm8{kind=base16_d8,mod=1,reg=0,rm=5,disp=63@24:8};imm=0x5@32:8;w=0                     ", alu=7           , @modrm8 + sz*8   ,  32,      1, "test byte [es:di+0x3F], 5               "
26f6453f01              ,   16,   5,     8941,  8,   1,   2,   2, es ,      , test_mi    , test_mi               , "modrm8{kind=base16_d8,mod=1,reg=0,rm=5,disp=63@24:8};imm=0x1@32:8;w=0                     ", alu=7           , @modrm8 + sz*8   ,  32,      1, "test byte [es:di+0x3F], 1               "
268b34                  ,   16,   3,     8936,  8,   1,   2,   2, es ,      , mov_rm     , mov_rm                , "modrm8{kind=base16,mod=0,reg=6,rm=4};w=1                                                  ", move=2          , @modrm8          ,  16,      1, "mov si, [es:si]                         "
0fb6f9                  ,   32,   3,     8926,  0,   0,   4,   4,    ,      , movzx_b    , movzx_b               , "modrm16{kind=reg_direct,mod=3,reg=7,rm=1}                                                 ", move=8          , @modrm16         ,  24,      1, "movzx edi, cl                           "
668b4306                ,   32,   4,     8920,  8,   1,   2,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=0,rm=3,b=3,disp=6@24:8};w=1                                 ", move=2          , @modrm8          ,  24,      1, "mov ax, [ebx+6]                         "
668b430a                ,   32,   4,     8920,  8,   1,   2,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=0,rm=3,b=3,disp=10@24:8};w=1                                ", move=2          , @modrm8          ,  24,      1, "mov ax, [ebx+0xA]                       "
0bf0                    ,   32,   2,     8912,  0,   0,   4,   4,    ,      , or_rm      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "or esi, eax                             "
